,ID,Math,English,Science,Absences,Issues,Social_Behavior,Score_Str,Behavior,Score
932,S0933,86,64,58,6,4,average,Needs Follow-up,0,2
933,S0934,61,78,63,17,4,average,Needs Follow-up,0,2
934,S0935,44,91,90,5,4,positive,Balanced,2,0
935,S0936,51,42,42,17,2,negative,Needs Follow-up,1,2
936,S0937,56,57,55,0,0,positive,Balanced,2,0
937,S0938,63,90,84,9,2,negative,Balanced,1,0
938,S0939,56,66,81,10,0,positive,Balanced,2,0
939,S0940,73,54,78,13,4,average,Needs Follow-up,0,2
940,S0941,45,68,48,0,0,positive,Balanced,2,0
941,S0942,65,89,50,4,5,negative,Needs Follow-up,1,2
942,S0943,50,54,97,10,3,positive,Balanced,2,0
943,S0944,62,45,76,5,2,negative,Needs Follow-up,1,2
944,S0945,47,52,86,6,0,negative,Needs Follow-up,1,2
945,S0946,52,67,71,5,5,negative,Needs Follow-up,1,2
946,S0947,66,53,85,17,1,average,Needs Follow-up,0,2
947,S0948,73,92,78,17,3,average,Needs Follow-up,0,2
948,S0949,94,86,85,12,2,average,Balanced,0,0
949,S0950,54,46,69,7,1,negative,Needs Follow-up,1,2
950,S0951,65,40,86,16,4,negative,Needs Follow-up,1,2
951,S0952,56,62,57,10,1,average,Needs Follow-up,0,2
952,S0953,76,93,46,8,5,negative,Needs Follow-up,1,2
953,S0954,68,66,73,5,1,positive,Balanced,2,0
954,S0955,53,65,82,4,4,average,Balanced,0,0
955,S0956,53,47,50,15,3,average,Needs Follow-up,0,2
956,S0957,74,66,62,19,2,positive,Balanced,2,0
957,S0958,65,97,94,1,3,positive,Ideal Model,2,1
958,S0959,42,60,95,11,4,average,Needs Follow-up,0,2
959,S0960,90,94,49,6,2,negative,Needs Follow-up,1,2
960,S0961,85,42,95,20,4,negative,Needs Follow-up,1,2
961,S0962,75,51,78,5,1,average,Balanced,0,0
962,S0963,62,91,83,2,5,positive,Balanced,2,0
963,S0964,75,97,54,12,5,positive,Balanced,2,0
964,S0965,50,63,97,16,1,average,Needs Follow-up,0,2
965,S0966,70,46,89,1,5,average,Balanced,0,0
966,S0967,85,89,92,6,5,negative,Balanced,1,0
967,S0968,74,97,59,7,2,average,Balanced,0,0
968,S0969,89,47,41,17,3,negative,Needs Follow-up,1,2
969,S0970,79,45,40,8,3,average,Needs Follow-up,0,2
970,S0971,41,58,64,20,3,positive,Needs Follow-up,2,2
971,S0972,58,79,94,1,1,negative,Balanced,1,0
972,S0973,67,75,58,15,0,positive,Balanced,2,0
973,S0974,66,55,72,15,3,positive,Needs Follow-up,2,2
974,S0975,98,41,74,10,0,average,Balanced,0,0
975,S0976,91,57,59,7,4,average,Needs Follow-up,0,2
976,S0977,47,52,83,2,2,average,Balanced,0,0
977,S0978,80,47,86,13,0,negative,Needs Follow-up,1,2
978,S0979,87,42,89,12,4,negative,Needs Follow-up,1,2
979,S0980,94,83,45,11,3,average,Needs Follow-up,0,2
980,S0981,99,90,64,20,2,average,Balanced,0,0
981,S0982,57,96,94,9,0,positive,Ideal Model,2,1
982,S0983,76,90,76,14,3,negative,Needs Follow-up,1,2
983,S0984,84,57,57,5,3,negative,Needs Follow-up,1,2
984,S0985,55,50,63,4,3,negative,Needs Follow-up,1,2
985,S0986,59,42,76,6,3,average,Needs Follow-up,0,2
986,S0987,66,60,78,0,3,negative,Needs Follow-up,1,2
987,S0988,77,95,91,9,3,average,Balanced,0,0
988,S0989,81,83,58,1,3,positive,Balanced,2,0
989,S0990,93,100,45,8,1,negative,Needs Follow-up,1,2
990,S0991,69,95,48,12,1,average,Needs Follow-up,0,2
991,S0992,51,100,77,18,3,average,Needs Follow-up,0,2
992,S0993,55,92,71,15,4,positive,Balanced,2,0
993,S0994,85,85,73,1,0,negative,Balanced,1,0
994,S0995,80,99,45,2,4,positive,Balanced,2,0
995,S0996,99,75,49,2,3,average,Balanced,0,0
996,S0997,72,92,56,15,0,average,Balanced,0,0
997,S0998,67,51,47,10,2,negative,Needs Follow-up,1,2
998,S0999,80,71,94,9,3,average,Balanced,0,0
999,S1000,40,56,56,17,4,average,Needs Follow-up,0,2
